"","Authors_Num","FRES_Title","nonAlphaCharTitle_isExist","TTR_Title","numABV_Title","numABV_Abstract","numLexVerb","numPage","Year","FRES_Abstract","isFunding","keywordsListedAlpha","numKeywords","Quartile","J_or_C","CitationMetric_4b_CM3","Dominant_Topic"
"13",0.5,0.724010289227681,0,1,1,0.381095381095381,0,0.5,0.64,0.826226012793177,0,1,0.5,0,1,0.182860603431221,0.8
"14",0.333333333333333,0.842901060292365,1,0,0,0,0.2,0.55,0.88,0.761346329576607,0,1,0.25,0.25,0,0.656715768969704,0.0666666666666667
"15",0.833333333333333,0.546709329318025,1,1,0,0.142857142857143,0.6,0.55,0.84,0.459335973195248,1,1,0.5,0,1,0.791939696859247,0.333333333333333
"16",0.333333333333333,0.530836313445009,1,1,0,0,0.2,0.8,0.510590590590591,0.373286628084069,0,0,0.625,0.25,0,0.237333193332946,0.2
"17",0,0.505364201016375,1,0,0,0.142857142857143,0.2,0.55,0.04,0.390191897654584,0,1,0.25,0.25,0,0.339332097315021,0.133333333333333
"18",0.166666666666667,0.297195558065123,0,1,0,0.142857142857143,0,0.35,0.64,0.647883033810539,0,1,0.5,0,1,0,0.933333333333333
"19",0.333333333333333,0.297195558065123,0,1,0,0.428571428571429,0.4,0.75,0.76,0.353639963448066,0,0,0.629504504504504,0,1,0.459916213516025,0.466666666666667
"20",0,0.743145743145743,0,1,1,0,0.2,0.45,0,0.552086506244289,0,0,1,0,1,0.660099864361602,0
"21",0.5,0.450153711023276,1,1,0,0,0.2,0.45,0.32,0.498933901918977,1,1,0.875,0.25,0,0.659276464517292,0.933333333333333
"22",0.666666666666667,0.392747349269088,1,0,0,0.428571428571429,0.4,0.55,0.56,0.430399025281755,0,0,0.629504504504504,0.25,0,0,0.533333333333333
"23",0.5,0.59664972708451,0,1,0,0,0.2,0.25,0.510590590590591,0.500609198903442,0,0,0.75,0,1,0.137503326823514,0.2
"24",0.166666666666667,0.549909028169898,0,1,0,0,0.2,0.5,0.52,0.363996344806579,0,0,0.629504504504504,0,1,0.287428248096389,0.133333333333333
"25",0.166666666666667,0.0190727147248886,0,1,0,0.571428571428571,0.2,0.512412412412412,0.04,0.379378617118489,0,1,0.375,0.25,0,0.399085513569228,0.533333333333333
"26",0.333333333333333,0.505364201016375,1,0,0,0.142857142857143,0.4,0,0.76,0.534572037770332,1,1,0.5,0,1,0.120796779636051,0.666666666666667
"27",0.666666666666667,0.47135955831608,1,1,1,0.571428571428571,0.2,0.55,0.96,0.300639658848614,0,1,0.75,0,1,0,0.4
"28",0.333333333333333,0.331200200765418,1,1,0,0.142857142857143,0.4,0.55,0.44,0.115443192202254,0,1,0.5,0.25,0,0.349956149036619,1
"29",0.166666666666667,0.50323106844846,0,1,0,0.381095381095381,0,0.55,0.76,0.683521169661895,1,1,0.375,0.5,0,0,0.4
"30",0.833333333333333,0.524436915741264,0,0,1,0.571428571428571,0.4,0.512412412412412,0.96,0.762869326835212,0,1,0.25,1,0,0,0.8
"31",0,0.331200200765418,1,1,0,0,0,0.15,0.68,0.657173317088029,0,1,0.375,0,1,0,0.8
"32",0.333333333333333,0.543572369659326,0,1,0,0.142857142857143,0,0.35,0,0.616966189460859,0,0,0.629504504504504,0,1,0.263065151078439,0.0666666666666667
"33",0.333333333333333,0.636991028295376,0,1,1,0.142857142857143,0.4,0.25,0.92,0.615443192202254,1,1,0.375,0,1,0.203566306321718,0.8
"34",0.833333333333333,0.511700859526947,1,1,0,0,0.4,0.5,0.92,0.289826378312519,0,1,0.25,0,1,0.32264496193024,0.133333333333333
"35",0.166666666666667,0.683668988016814,0,1,0,0,0.4,0.3,0.4,0.757691136155955,0,0,0.629504504504504,0,1,0.105206689104678,0.733333333333333
"36",0.333333333333333,0.191040843214756,1,1,1,0.381095381095381,0.2,0.2,0.36,0.598537922631739,0,1,0.625,0,1,0,0.333333333333333
"37",0.666666666666667,0.846100759144238,1,0,0,0.381095381095381,0.8,0.55,1,0.653061224489796,1,1,0.75,0,1,0,0
"38",0,0.377878160486856,1,1,0,0,0,0.65,0.510590590590591,0.454157782515991,1,1,0.5,0.25,0,0.825019960941084,0.266666666666667
"39",0.166666666666667,0.651860217077608,1,0,0,0.428571428571429,0.2,0.7,0.510590590590591,0.736521474261346,1,0,0.629504504504504,0.25,0,0.421923388151107,0.133333333333333
"40",0.333333333333333,0.643327686805948,0,1,0,0.142857142857143,0.2,0.3,0.68,0.40724946695096,0,1,0.5,0,1,0.112020689507867,0.8
"41",0.5,0.537172971955581,0,1,0,0.428571428571429,0,0.25,0.92,0.540664026804752,0,1,0.25,0,1,0,0.2
"42",0.166666666666667,0.0721500721500722,1,1,0,0,0.2,0.4,0.48,0.1727078891258,1,1,0.25,0.25,0,0.237590287601648,0.8
"43",0.333333333333333,0.384277558190602,0,1,0,0.285714285714286,0.2,0.512412412412412,1,0.380901614377094,1,0,0.629504504504504,0,1,0,0.533333333333333
"44",0.166666666666667,0.509567726959031,0,1,0,0,0,0.65,0.510590590590591,0.340237587572342,0,0,0.629504504504504,0.25,0,0.195893870501326,0.133333333333333
"45",0,0.469226425748165,1,1,1,0.142857142857143,0.2,0.512412412412412,0.510590590590591,0.288760280231496,0,1,0.625,0.5,0,0.567686043645745,0.2
"46",0.5,0.390614216701173,0,1,0,0,0.2,0.55,0.64,0.509747182455072,0,1,0.25,0,1,0.704753877604418,0.333333333333333
"47",0.166666666666667,0.331200200765418,1,1,1,0.142857142857143,0,0.25,0.4,0.242918062747487,0,0,1,0.25,0,0.315620067314033,0.733333333333333
"48",0.5,0.437417654808959,1,1,0,0.142857142857143,0.2,0.25,0.96,0.333079500456899,1,1,0.375,0,0,0,0.333333333333333
"49",0.333333333333333,0.384277558190602,1,1,0,0,0,0.4,0.48,0.595339628388669,0,1,0.5,0.25,0,0.425876135793732,0.933333333333333
"50",0.5,0.552042160737813,0,0,0,0,0.2,0.2,0.72,0.235150776728602,0,1,0.375,0,1,0,0.8
"51",0.166666666666667,0.462889767237593,1,1,0,0,0,0.4,0,0.154736521474261,1,1,0.875,0.25,0,0.346752284814762,0.466666666666667
"52",0.5,0.458623502101763,0,1,0,0.428571428571429,0,0.3,0.72,0.230429485226927,0,1,0.375,0,1,0.255443342852362,0.266666666666667
"53",0.5,0.191040843214756,0,1,0,0,0.4,0.5,0.48,0.515991471215352,0,0,0.875,0,1,0.64461390183618,0.0666666666666667
"54",0.166666666666667,0.558441558441558,1,1,0,0,0,0.3,0.68,0.621687480962534,0,1,0.75,0,1,0.177548592174897,0.933333333333333
"55",0.666666666666667,0.343936256979735,0,1,1,0.857142857142857,0.4,0.3,0.52,0.480505635089857,0,0,0.629504504504504,0,1,0.111192424654594,0.6
"56",0.166666666666667,0.405483405483406,1,0,1,0.381095381095381,0.2,0.4,0.84,0.279926896131587,0,1,0.25,0,1,0.127141234351164,0.8
"57",0,0.649727084509693,1,1,0,0.285714285714286,0.4,0.3,0,0.73134328358209,0,1,0.25,0.25,0,0.366097908285641,0.933333333333333
"58",0.5,0.165568730786122,1,0,0,0.381095381095381,0.2,0.85,0.6,0.311452939384709,1,1,0.25,0.25,0,0.622592680740505,0.933333333333333
"59",0.166666666666667,0.405483405483406,1,1,0,0.857142857142857,0.2,0.3,0.68,0.371763630825465,0,0,1,0,1,0.112020689507867,0.733333333333333
"60",0.166666666666667,0.384277558190602,1,0,0,0,0.4,0.55,0.28,0.452634785257387,0,0,1,0,1,0.392758473896344,0.4
"61",0.666666666666667,0.537172971955581,0,1,0,0.142857142857143,0.2,0,1,0.725708193725251,0,1,0.25,0,1,0,0.733333333333333
"62",0,0.549909028169898,0,1,0,0.142857142857143,0,0,0.48,0.358361254949741,0,1,0.375,0,1,0.237590287601648,0.533333333333333
"63",0.333333333333333,0.815295815295815,0,1,0,0.285714285714286,0.4,0.512412412412412,0.88,0.252665245202559,0,1,0.25,0.25,0,0.414341518282545,0.4
"64",0.5,0.683668988016814,1,1,1,0.285714285714286,0.2,0.4,0.28,0.627779469996954,0,1,0.629504504504504,0.25,0,0.221433856155384,0.133333333333333
"65",0.166666666666667,0.489915289594196,0,1,0,0,0.2,0.4,0.32,0.349527870849833,0,0,0.75,0.25,0,0.523301597415708,0.133333333333333
"66",0.5,0.702804441934877,0,1,0,0,0,0.5,0.16,0.918062747487055,0,1,0.75,0.25,0,0.358793985762511,0.0666666666666667
"67",0.333333333333333,0.191040843214756,1,1,0,0.142857142857143,0,0.65,0.510590590590591,0.0127931769722815,0,0,0.875,0.25,0,0.306641528463601,0.266666666666667
"68",0.333333333333333,0.34606938954765,1,0,0,0.381095381095381,0.4,0.2,0.4,0.349984770027414,0,1,0.375,0,1,0.244282367202231,1
"69",0.166666666666667,0.477696216826652,1,1,0,0,0,0.2,0.48,0.42583003350594,0,1,0.75,0,1,0.410963676605136,0.333333333333333
"70",0.166666666666667,0.284459501850806,1,0,0,0,0,0.65,0.510590590590591,0.240328967407859,0,1,0.25,0.5,0,0.661909599064793,0.8
"71",0.5,0.656063743020265,1,1,0,0,0.2,0.4,0.44,0.486199114130884,0,0,0.375,0.25,0,0,0.733333333333333
"72",0.333333333333333,0.356672313194052,0,1,0,0.285714285714286,0,0.4,0.6,0.800030459945172,0,1,0.375,0,1,0.370317279221851,0
"73",0.324991658324992,0.443754313319531,1,1,0,0.285714285714286,0,0.25,0.64,0.361864148644532,0,1,0.375,0,1,0.115372195460788,0.133333333333333
"74",0.5,0.47135955831608,1,1,1,0,0.2,0.15,0.76,0.440755406640268,0,1,0.5,0,1,0.120796779636051,0
"75",0,0.602986385595081,1,1,0,0.142857142857143,0.4,0.25,0.510590590590591,0.590161437709412,0,0,0.625,0,1,0,0.8
"76",0.333333333333333,0.458623502101763,0,0,0,0.428571428571429,0.2,0.4,0.4,0.492841912884557,0,1,0.5,0,1,0.659307863272266,0.733333333333333
"77",0.333333333333333,0.692201518288475,0,1,0,0.381095381095381,0.2,0.7,0.52,0.798355162960707,0,1,0.375,0.75,0,0.540170685774174,0.533333333333333
"78",0,0.489915289594196,0,1,0,0,0,0,0.24,0.649558330795005,0,0,0.5,0.25,0,0.135537957172938,0.466666666666667
"79",0.5,0.762218457870632,1,1,1,0.571428571428571,0.2,0.3,0.36,0.6850441669205,0,1,0.25,0,1,0.451886836370976,0.533333333333333
"80",0.5,0.598782859652425,0,1,0,1,0,0.3,0.88,0.431922022540359,1,0,0.629504504504504,0,0,0.218905256323235,0
"81",0.666666666666667,0.352406048058222,0,1,0,0.142857142857143,0.8,0.45,0.8,0.630977764240024,1,1,0.25,0.25,0,0.799767453440569,0.733333333333333
"82",0.5,0.437417654808959,0,1,0,0.381095381095381,0.2,0.95,0.56,0.556807797745964,1,1,0.375,0.25,0,0.491225149061653,0.6
"83",0.5,0.40335027291549,1,1,0,0,0,0.55,0.510590590590591,0.293938470910752,0,0,0.625,0.25,0,0.339547036154147,0.2
"84",0.333333333333333,0.34606938954765,0,0,0,0.381095381095381,0.2,0.15,0.72,0.279013097776424,1,1,0.625,0,1,0.418860287214435,0.933333333333333
"85",0.333333333333333,0.358805445761968,1,0,0,0,0.2,0.5,0.36,0.583003350593969,0,0,0.629504504504504,0,1,0.15833179630899,0.133333333333333
"86",0.333333333333333,0.874772570424744,0,1,0,0,0.2,0.4,0.6,0.726774291806275,0,1,0.5,0.25,0,0.412512471433535,0.733333333333333
"87",1,0.284459501850806,1,1,0,0,0,0.2,0.6,0.42583003350594,0,0,0.629504504504504,0,1,0.176686244906701,0.4
"88",0,0.464960160612335,1,1,0,0,0,0.35,0.510590590590591,0.577825159914712,0,0,0.629504504504504,0,1,0.643863802787061,0.133333333333333
"89",0.166666666666667,0.549909028169898,1,1,0,0,0,0.35,0.510590590590591,0.583003350593969,0,1,0.125,0.25,0,0.137150019475068,0.133333333333333
"90",0.5,0.231382144425623,1,1,0,0.428571428571429,0.4,0.5,0.52,0.483385901423342,0,0,1,0,1,0.659453064553151,0.866666666666667
"91",0,0.505364201016375,1,0,0,0.142857142857143,0.2,0.45,0.510590590590591,0.973652147426135,0,1,0.375,0.5,0,0.162005107926209,0.2
"92",0,0.609385783298827,1,1,1,0.381095381095381,0,0.15,0.36,0.739110569600975,0,0,0.629504504504504,0.25,0,0.358124278764504,0.866666666666667
"93",0,0.715540498149194,1,1,0,0,0.2,0.25,0.24,0.48461772768809,0,0,0.629504504504504,0,1,0.342059719674803,0.2
"94",0.5,0.218646088211306,1,1,0,0,0.2,0.35,0.68,0.258300335059397,0,1,0.25,0,1,0.224041379015734,0.133333333333333
"95",0.5,0.445887445887446,0,1,0,0.714285714285714,0.2,0.1,0.52,0.686567164179104,0,1,0.125,0,1,0.369373239398743,0
"96",0.333333333333333,0.802559759081498,1,1,0,0,0.4,0.25,0.92,0.796832165702102,0,1,0.25,0,1,0.472666325820845,0.2
"97",0.333333333333333,0.237781542129368,1,1,0,0.142857142857143,0.4,0.512412412412412,0.16,0.615443192202254,0,1,0.5,0.5,0,0.358793985762511,0
"98",0.333333333333333,0.524436915741264,1,1,1,0.857142857142857,0.2,0.7,0.48,0.531526043253122,0,1,0.25,0.5,0,0.307080991992908,0.8
"99",0.166666666666667,0.356672313194052,1,1,1,1,0.2,0.65,0.510590590590591,0.630977764240024,0,1,0.625,0.5,0,0.116241838524573,0.2
"100",0.666666666666667,0.583913670870193,1,1,0,0.285714285714286,0.6,0.6,0.64,0.632500761498629,0,1,0.875,0.25,0,0.399122220888654,0.266666666666667
"101",0.166666666666667,0.365142104272539,1,1,0,0,0,0.25,0.64,0.361407249466951,0,0,0.629504504504504,0,1,0,0.933333333333333
"102",0,0.191040843214756,0,1,0,0,0.4,0.95,0.510590590590591,0.480505635089857,0,1,0.5,0.5,0,0,0.266666666666667
"103",0.333333333333333,0.369408369408369,1,1,0,0,0,0,0.96,0.273834907097167,1,1,0.25,0,1,0,0.333333333333333
"104",0.333333333333333,0.590250329380764,1,1,0,0.142857142857143,0.4,0.2,0.84,0.509747182455072,0,1,0.125,0,1,0.356930570052219,1
"105",0.333333333333333,0.271723445636489,1,1,1,0.428571428571429,0.6,0.35,0.44,0.445933597319525,0,0,0.629504504504504,0,1,0.295747255641784,0.866666666666667
"106",0.5,0.590250329380764,0,1,0,0.571428571428571,0.2,0,1,0.387755102040816,0,1,0.625,0.5,0,0,0
"107",0,0.50323106844846,0,1,0,0.285714285714286,0,0.3,0.510590590590591,0.478830338105391,0,1,0.75,0,1,0,0.2
"108",0.666666666666667,0.889641759206977,0,1,0,1,0.6,0.55,0.92,0.637678952177886,0,0,0.629504504504504,0,1,0.795311287751084,0
"109",0,0.34606938954765,0,0,0,0.142857142857143,0.2,0.3,0.48,0.42278403898873,0,1,0.5,0,1,0.118795143800824,0.6
"110",0.333333333333333,0.390614216701173,1,1,0,0,0,0.5,0.76,0.332013402375876,0,0,0.629504504504504,0,1,0.280481436408863,0.266666666666667
"111",0.333333333333333,0.577514273166447,1,1,1,0.285714285714286,0,0.85,0.56,0.294395370088334,1,1,0.629504504504504,0.25,0,0.501395903430684,0.466666666666667
"112",0.166666666666667,0.443754313319531,1,1,0,0.571428571428571,0.2,0.6,0.84,0.300030459945172,0,1,0.125,0,1,0.470478473406532,0.333333333333333
"113",0,0.69006838572056,1,1,1,0.381095381095381,0.4,0,0.4,0.604629911666159,0,0,0.629504504504504,0,1,0.166748657055943,0.533333333333333
"114",0.333333333333333,0.450153711023276,1,1,1,0.571428571428571,0.2,0.55,0.88,0.837648492232714,0,1,0.5,0,1,0.320690404059509,0.4
"115",0.166666666666667,0.0190727147248886,0,0,0,0.571428571428571,0.2,0.25,0.510590590590591,0.624733475479744,0,0,0.625,0,1,0.137503326823514,0
"116",0.166666666666667,0.874772570424744,1,1,1,0.857142857142857,0,0.5,0.68,0.744288760280231,0,1,0.5,0,1,0.766836515526033,0.0666666666666667
"117",0.166666666666667,0.770750988142292,0,0,0,0.142857142857143,0,0.45,0.4,0.479439537008833,0,1,0.375,0.25,0,0.377162035265298,0.133333333333333
"118",0.666666666666667,0.152832674571805,1,1,0,0.381095381095381,0.2,0.3,0.84,0.489795918367347,0,1,0.375,0,1,0.403028177483991,0.933333333333333
"119",0.166666666666667,0.649727084509693,0,1,0,0.142857142857143,0,0.4,0.510590590590591,0.564422784038989,0,1,0.25,0.5,0,0,0.866666666666667
"120",0.333333333333333,0.424681598594642,0,1,0,0,0.2,0.5,0.52,0.232561681388974,0,1,0.25,0,1,0.384662589603049,0.4
"121",0.166666666666667,0.40335027291549,0,1,0,0,0.2,0.6,0.510590590590591,0.433597319524825,0,1,1,0.25,0,0.410574604596949,0.4
"122",0.166666666666667,0.358805445761968,1,1,0,0,0.6,0.2,0.76,0.857142857142857,0,1,0.75,0,1,0,0
"123",0.333333333333333,0.789823702867181,1,1,0,0,0.2,0.85,0.68,0.500609198903442,1,1,0.5,0.25,0,0.499548604732934,0.933333333333333
"124",0.166666666666667,0.484095614530397,1,1,0,0,0.2,0.2,0.68,0.626256472738349,0,1,0.25,0,1,0.177548592174897,0.733333333333333
"125",0.166666666666667,0.489915289594196,0,1,0,0,0.2,0.4,0.510590590590591,0.433597319524825,0,1,0.75,0.25,0,0.720608008079411,0.8
"126",0.333333333333333,0.683668988016814,0,1,0,0,0,0.2,0.8,0.480505635089857,0,1,0.375,0,1,0.461742976747089,0.133333333333333
"127",0.166666666666667,0.437417654808959,0,1,0,0,0,0.512412412412412,0.24,0.328358208955224,1,1,0.125,0.5,0,0.135537957172938,0.466666666666667
"128",0.166666666666667,0.664596273291926,0,1,0,0.428571428571429,0.4,0.3,0.68,0.483385901423342,0,1,0.375,0,1,0.224041379015734,0.266666666666667
"129",0.5,0.611518915866742,1,0,1,0.285714285714286,0.4,0.512412412412412,0.76,0.432531221443801,1,1,0.25,0.25,0,0.647175028890532,1
"130",0,0.0848861283643892,1,1,0,0.285714285714286,0.2,0.3,0.92,0.207279926896132,1,1,0.5,0,1,0,0.533333333333333
"131",0.833333333333333,0.392747349269088,1,0,0,0.142857142857143,0.4,0.5,0.8,0.294395370088334,0,1,0.125,0,1,0.12478056985591,0.133333333333333
"132",0.166666666666667,0.543572369659326,1,0,0,0.571428571428571,0.2,0.45,0.510590590590591,0.638592750533049,0,0,1,0.25,0,0.567872423794433,0.4
"133",0.333333333333333,0.384277558190602,0,1,0,0,0.2,0.15,0.96,0.330033505939689,1,1,0.25,0,1,0.51431783063097,0.533333333333333
"134",0.5,0.743145743145743,0,1,0,0,0,0.6,0.8,0.482028632348462,1,1,0.375,0.25,0,0.197772524040235,0.933333333333333
"135",0.333333333333333,0.377878160486856,0,0,0,0,0,0.3,0.6,0.539141029546147,0,1,0.625,0,1,0.222953217916902,0.8
"136",0.666666666666667,0.125227429575256,1,1,1,0.857142857142857,0.4,0.3,0.6,0.556198598842522,0,1,0.625,0,1,0.176686244906701,0.866666666666667
"137",0.5,0.437417654808959,1,1,1,0.428571428571429,0.2,0.2,0.68,0.525281754492842,0,0,1,0,1,0.177548592174897,0.466666666666667
"138",0.324991658324992,0.505364201016375,1,1,0,0.142857142857143,0.4,0.5,0.96,0.495887907401767,1,1,0.375,0,1,0,0.733333333333333
"139",0.166666666666667,0.543572369659326,1,1,0,0,0,0.75,0.24,0.422174840085288,0,1,0.25,0.25,0,0.221052887091639,0.6
"140",0.333333333333333,0.65819687558818,1,0,1,0,0.4,0.5,0.48,0.483551629607067,0,0,0.629504504504504,0,1,0.376571696384167,0.133333333333333
"141",0,0.796223100570927,0,1,0,0.142857142857143,0.2,0.1,0.44,0.217179409077064,0,0,0.75,0,1,0.166971516925213,0.0666666666666667
"142",0.333333333333333,0.106154714850367,1,1,0,0.142857142857143,0,0,0.76,0.371154431922023,0,1,0.629504504504504,0,1,0.433051925203118,0.133333333333333
"143",0.5,0.509567726959031,1,1,0,0.285714285714286,0.2,0.512412412412412,0.76,0.623210478221139,0,1,0.75,0.5,0,0.433051925203118,0.733333333333333
"144",0.333333333333333,0.736746345441998,0,1,1,1,0.4,0.75,0.76,0.596862625647274,1,1,0.375,0,1,0.120796779636051,0.4
"145",0.5,0.231382144425623,1,1,0,0.428571428571429,0.4,0.2,0.44,0.598537922631739,0,0,0.629504504504504,0.25,0,0.455303447063696,0.466666666666667
"146",0.333333333333333,0.237781542129368,0,1,1,0.285714285714286,0,0.2,0.76,0.36095035028937,0,1,0.25,0,1,0,0
"147",0,0.437417654808959,1,1,0,0.285714285714286,0.2,0.15,0.64,0.809320743222662,1,1,0.25,0.25,0,0.182860603431221,0.933333333333333
"148",0.666666666666667,0.365142104272539,1,0,1,0.381095381095381,0.2,0.3,0.48,0.514468473956747,0,1,0.375,0,1,0.237590287601648,0.533333333333333
"149",0.5,0.390614216701173,1,0,0,0.714285714285714,0.4,0.512412412412412,0.8,0.458879074017667,0,1,0.25,0.25,0,0.414512080700404,0.533333333333333
"150",0.333333333333333,0.458623502101763,1,0,0,0.285714285714286,0.6,0.512412412412412,0.32,0.623210478221139,0,1,0.375,0.5,0,0.561562683829368,0.466666666666667
"151",0.666666666666667,0.602986385595081,1,1,1,0.428571428571429,0.2,0.6,0.8,0.542339323789217,1,1,0.375,0,1,0.374341709567731,0.466666666666667
"152",0.333333333333333,0.730409686931426,1,1,0,0.381095381095381,0.2,0.7,0.84,0.624733475479744,1,1,0.5,0.25,0,0.356930570052219,0.133333333333333
"153",0.166666666666667,0.683668988016814,1,0,0,0,0,0.15,0,0.520712762717027,0,0,0.629504504504504,0,1,0.508471923614518,0.933333333333333
"154",0.333333333333333,0.530836313445009,1,1,0,0,0.4,0.3,0.88,0.301553457203777,0,1,0.25,0,1,0.35701909575075,0.8
"155",0.166666666666667,0.545705502227241,1,0,0,1,0.2,0.512412412412412,0.84,0.722662199208042,0,1,0.629504504504504,0.5,0,0.519685071001084,0.133333333333333
"156",0.166666666666667,0.489915289594196,0,1,0,0,0.2,0.5,0.36,0.454157782515991,0,0,0.629504504504504,0,1,0.445480456714078,0
"157",0.333333333333333,0.443754313319531,0,1,1,0.428571428571429,0.2,0.512412412412412,0.92,0.376332622601279,0,1,0.5,0.25,0,0.407132612643437,0.533333333333333
"158",0.666666666666667,0.505364201016375,1,1,1,1,0.4,0.5,0.68,0.474261346329577,1,1,0.5,0.25,0,0.874585281601532,0.733333333333333
"159",0.166666666666667,0.371541501976285,1,1,0,0.142857142857143,0,0.8,0.84,0.242918062747487,1,1,0.625,0.25,0,0.519685071001084,0.8
"160",0.5,0.307861220904699,1,0,0,0,0.2,0.5,0.88,0.255711239719769,1,1,0.375,0,1,0.47779538308694,0.133333333333333
"161",0,0.0721500721500722,0,0,0,0.714285714285714,0,0.4,0.72,0.222814498933902,0,1,0.875,0,1,0,0.733333333333333
"162",0,0.602986385595081,0,1,1,0.428571428571429,0.2,0.4,0.44,0.654127322570819,0,0,0.875,0,1,0.489217702019084,0.466666666666667
"163",0.333333333333333,0.0785494698538177,0,1,0,0,0.2,0.65,0.12,0.437100213219616,0,0,0.625,0.25,0,0.323579471382705,0.933333333333333
"164",0.333333333333333,0.312064746847356,1,1,1,0.428571428571429,0.2,0,1,0.250533049040512,0,1,0.625,0.75,0,0,0.533333333333333
"165",0.166666666666667,0.284459501850806,0,1,0,0,0.2,0.3,0.48,0.606152908924764,0,1,0.5,0,1,0,0.133333333333333
"166",0,0.537172971955581,0,1,0,0.142857142857143,0.4,0.2,0.72,0.0386841303685654,0,1,0.625,0,1,0.308846827532019,0.666666666666667
"167",0.166666666666667,0.649727084509693,0,1,0,0.428571428571429,0.2,1,0.92,0.564422784038989,1,1,0.375,0.25,0,0.203566306321718,0.0666666666666667
"168",0.166666666666667,0.358805445761968,0,1,0,0.142857142857143,0.4,0.5,0.44,0.239719768504417,0,1,0.5,0,1,0.455303447063696,0.6
"169",0.5,0.498964803312629,1,0,0,0,0.2,0.3,0.44,0.244897959183674,0,1,0.375,0,1,0.316041894081231,0.133333333333333
"170",0.666666666666667,0.377878160486856,0,1,0,0,0.4,0.3,0.44,0.483385901423342,0,0,0.875,0,1,0.105347298027077,0
"171",0,0.450153711023276,1,1,0,0,0.2,0.55,0.510590590590591,0.772159610112702,0,0,0.25,0.5,0,0.301118556074182,0.733333333333333
"172",0.333333333333333,0.615722441809398,1,1,0,0.142857142857143,0,0.85,0.8,0.495887907401767,0,1,0.25,0,1,0.12478056985591,1
"173",0,0.49115506120337,0,1,1,0.714285714285714,0,0.6,0,0.711392019494365,0,1,0.25,0.5,0,0.263065151078439,0.733333333333333
"174",0.666666666666667,0.418282200890897,1,1,0,0.381095381095381,0.6,0.85,0.96,0.212458117575388,1,1,0.5,0.25,0,0,0.533333333333333
"175",0.166666666666667,0.118890771064684,1,1,0,0,0.2,0.2,0.72,0.480505635089857,0,1,0.5,0,1,0.110013459682417,0.933333333333333
"176",0.666666666666667,0.299328690633038,0,1,0,0.428571428571429,0.2,0.5,0.88,0.460402071276272,1,1,0.5,0,1,0.495132935178265,0
"177",0.5,0.683668988016814,0,1,0,0,0.2,0,0.52,0.695857447456595,0,0,0.629504504504504,0,1,0,0.4
"178",0.166666666666667,0.590250329380764,1,1,0,0,0,0.4,0.8,0.522692659153214,0,0,0.629504504504504,0,1,0,0.266666666666667
"179",0.5,0.696405044231131,0,1,0,0.571428571428571,0,0.5,0.8,0.549954310082242,0,1,0.25,0,1,0.431669848751116,0.133333333333333
"180",0.166666666666667,0.643327686805948,0,1,0,0.428571428571429,0.2,0.512412412412412,0.92,0.449588790740177,0,1,0.375,0.25,0,0.203566306321718,0.266666666666667
"181",0.166666666666667,0.686868686868687,1,0,0,0.285714285714286,0.4,0.5,0.88,0.397045385318306,1,1,0.375,0,1,0.387734566921108,0.133333333333333
